ENDTIME,EVENTS,FG2A,FG2M,FG3A,FG3M,GAMEDATE,GAMEID,NONSHOOTINGFOULSTHATRESULTEDINFTS,OFFENSIVEREBOUNDS,OPPONENT,PERIOD,SHOOTINGFOULSDRAWN,STARTSCOREDIFFERENTIAL,STARTTIME,STARTTYPE,TURNOVERS,DESCRIPTION,URL,HTM,VTM,team
00:00,,0,0,0,0,2001-03-25,20001010,0,0,LAL,4,0,-12,00:06,Off FT Make,0,,,SAC,LAL,LAL
00:06,"MISS Jackson 25' 3PT Jump Shot
Long REBOUND (Off:1 Def:0)
Long Lost Ball Turnover (P1.T21): Shaw STEAL (4 STL)
",0,0,1,0,2001-03-25,20001010,0,1,LAL,4,0,-10,00:20,Off Steal,1,MISS Jackson 25' 3PT Jump Shot,,SAC,LAL,LAL
00:06,"MISS Jackson 25' 3PT Jump Shot
Long REBOUND (Off:1 Def:0)
Long Lost Ball Turnover (P1.T21): Shaw STEAL (4 STL)
",0,0,1,0,2001-03-25,20001010,0,1,LAL,4,0,-10,00:20,Off Steal,1,Long REBOUND (Off:1 Def:0),,SAC,LAL,LAL
00:06,"MISS Jackson 25' 3PT Jump Shot
Long REBOUND (Off:1 Def:0)
Long Lost Ball Turnover (P1.T21): Shaw STEAL (4 STL)
",0,0,1,0,2001-03-25,20001010,0,1,LAL,4,0,-10,00:20,Off Steal,1,Long Lost Ball Turnover (P1.T21): Shaw STEAL (4 STL),,SAC,LAL,LAL
00:37,"Jackson 22' Jump Shot (7 PTS)
",1,1,0,0,2001-03-25,20001010,0,0,LAL,4,0,-12,00:39,Off Block,0,Jackson 22' Jump Shot (7 PTS),,SAC,LAL,LAL
01:10,"Jackson 24' 3PT Jump Shot (5 PTS) (Turkoglu 1 AST)
",0,0,1,1,2001-03-25,20001010,0,0,LAL,4,0,-16,01:17,Off Dead Ball,0,Jackson 24' 3PT Jump Shot (5 PTS) (Turkoglu 1 AST),,SAC,LAL,LAL
01:21,"MISS Jackson 25' 3PT Jump Shot
Shaw REBOUND (Off:2 Def:7)
",0,0,1,0,2001-03-25,20001010,0,0,LAL,4,0,-16,01:31,Off At Rim Make,0,MISS Jackson 25' 3PT Jump Shot,,SAC,LAL,LAL
01:21,"MISS Jackson 25' 3PT Jump Shot
Shaw REBOUND (Off:2 Def:7)
",0,0,1,0,2001-03-25,20001010,0,0,LAL,4,0,-16,01:31,Off At Rim Make,0,Shaw REBOUND (Off:2 Def:7),,SAC,LAL,LAL
01:31,"MISS Stojakovic 15' Jump Shot
O'Neal REBOUND (Off:3 Def:12)
",1,0,0,0,2001-03-25,20001010,0,0,LAL,4,0,-13,01:47,Off Timeout,0,MISS Stojakovic 15' Jump Shot,,SAC,LAL,LAL
01:31,"MISS Stojakovic 15' Jump Shot
O'Neal REBOUND (Off:3 Def:12)
",1,0,0,0,2001-03-25,20001010,0,0,LAL,4,0,-13,01:47,Off Timeout,0,O'Neal REBOUND (Off:3 Def:12),,SAC,LAL,LAL
01:59,"Jackson Bad Pass Turnover (P4.T20): Shaw STEAL (3 STL)
",0,0,0,0,2001-03-25,20001010,0,0,LAL,4,0,-11,02:06,Off FT Make,1,Jackson Bad Pass Turnover (P4.T20): Shaw STEAL (3 STL),,SAC,LAL,LAL
02:16,"Stojakovic 15' Jump Shot (9 PTS)
",1,1,0,0,2001-03-25,20001010,0,0,LAL,4,0,-11,02:38,Off At Rim Make,0,Stojakovic 15' Jump Shot (9 PTS),,SAC,LAL,LAL
02:41,"Webber Bad Pass Turnover (P5.T19): O'Neal STEAL (2 STL)
",0,0,0,0,2001-03-25,20001010,0,0,LAL,4,0,-9,02:53,Off FT Make,1,Webber Bad Pass Turnover (P5.T19): O'Neal STEAL (2 STL),,SAC,LAL,LAL
02:59,"MISS Jackson  Driving Layup
Shaw REBOUND (Off:2 Def:6)
",1,0,0,0,2001-03-25,20001010,0,0,LAL,4,0,-7,03:07,Off Long Mid-Range Miss,0,MISS Jackson  Driving Layup,,SAC,LAL,LAL
02:59,"MISS Jackson  Driving Layup
Shaw REBOUND (Off:2 Def:6)
",1,0,0,0,2001-03-25,20001010,0,0,LAL,4,0,-7,03:07,Off Long Mid-Range Miss,0,Shaw REBOUND (Off:2 Def:6),,SAC,LAL,LAL
03:32,"MISS Stojakovic 8' Jump Shot: O'Neal BLOCK (3 BLK)
KINGS Rebound
Fox P.FOUL (P4.T3)
Fisher S.FOUL (P1.T4)
Divac Free Throw 1 of 2 (9 PTS)
Divac Free Throw 2 of 2 (10 PTS)
",1,0,0,0,2001-03-25,20001010,0,1,LAL,4,1,-9,03:46,Off Dead Ball,0,MISS Stojakovic 8' Jump Shot: O'Neal BLOCK (3 BLK),,SAC,LAL,LAL
03:32,"MISS Stojakovic 8' Jump Shot: O'Neal BLOCK (3 BLK)
KINGS Rebound
Fox P.FOUL (P4.T3)
Fisher S.FOUL (P1.T4)
Divac Free Throw 1 of 2 (9 PTS)
Divac Free Throw 2 of 2 (10 PTS)
",1,0,0,0,2001-03-25,20001010,0,1,LAL,4,1,-9,03:46,Off Dead Ball,0,KINGS Rebound,,SAC,LAL,LAL
03:32,"MISS Stojakovic 8' Jump Shot: O'Neal BLOCK (3 BLK)
KINGS Rebound
Fox P.FOUL (P4.T3)
Fisher S.FOUL (P1.T4)
Divac Free Throw 1 of 2 (9 PTS)
Divac Free Throw 2 of 2 (10 PTS)
",1,0,0,0,2001-03-25,20001010,0,1,LAL,4,1,-9,03:46,Off Dead Ball,0,Fox P.FOUL (P4.T3),,SAC,LAL,LAL
03:32,"MISS Stojakovic 8' Jump Shot: O'Neal BLOCK (3 BLK)
KINGS Rebound
Fox P.FOUL (P4.T3)
Fisher S.FOUL (P1.T4)
Divac Free Throw 1 of 2 (9 PTS)
Divac Free Throw 2 of 2 (10 PTS)
",1,0,0,0,2001-03-25,20001010,0,1,LAL,4,1,-9,03:46,Off Dead Ball,0,Fisher S.FOUL (P1.T4),,SAC,LAL,LAL
03:32,"MISS Stojakovic 8' Jump Shot: O'Neal BLOCK (3 BLK)
KINGS Rebound
Fox P.FOUL (P4.T3)
Fisher S.FOUL (P1.T4)
Divac Free Throw 1 of 2 (9 PTS)
Divac Free Throw 2 of 2 (10 PTS)
",1,0,0,0,2001-03-25,20001010,0,1,LAL,4,1,-9,03:46,Off Dead Ball,0,Divac Free Throw 1 of 2 (9 PTS),,SAC,LAL,LAL
03:32,"MISS Stojakovic 8' Jump Shot: O'Neal BLOCK (3 BLK)
KINGS Rebound
Fox P.FOUL (P4.T3)
Fisher S.FOUL (P1.T4)
Divac Free Throw 1 of 2 (9 PTS)
Divac Free Throw 2 of 2 (10 PTS)
",1,0,0,0,2001-03-25,20001010,0,1,LAL,4,1,-9,03:46,Off Dead Ball,0,Divac Free Throw 2 of 2 (10 PTS),,SAC,LAL,LAL
