Team,Season,IsOffense,GameId,GameDate,Opponent,Period,StartTime,EndTime,StartType,StartScoreDifferential,FG2M,FG2A,FG3M,FG3A,OffensiveRebounds,Turnovers,ShootingFoulsDrawn,NonShootingFoulsThatResultedInFts,VideoUrlsCount,VideoUrls,VideoDescriptions,EventsDescription,EventsCount
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,00:13,00:00,Off At Rim Make,6,0,0,0,0,0,0,0,0,0,,,,0
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,00:18,00:18,Off Dead Ball,6,0,0,0,0,0,0,0,1,3,; ; ,Ibaka L.B.FOUL (P4.PN) (C.Washington); Smith Free Throw 1 of 2 (15 PTS); Smith Free Throw 2 of 2 (16 PTS),"Ibaka L.B.FOUL (P4.PN) (C.Washington)
Smith Free Throw 1 of 2 (15 PTS)
Smith Free Throw 2 of 2 (16 PTS)
",3
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,00:27,00:23,Off At Rim Make,4,0,0,0,0,0,0,0,1,3,; ; ,Payton P.FOUL (P3.PN) (C.Washington); Irving Free Throw 1 of 2 (19 PTS); Irving Free Throw 2 of 2 (20 PTS),"Payton P.FOUL (P3.PN) (C.Washington)
Irving Free Throw 1 of 2 (19 PTS)
Irving Free Throw 2 of 2 (20 PTS)
",3
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,00:47,00:31,Off FT Miss,3,0,0,1,1,0,0,0,0,1,https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/615/74b714f2-0322-cf4f-1efc-b22d9c58d0a5_960x540.mp4,Smith 26' 3PT Jump Shot (14 PTS) (Irving 2 AST),"Smith 26' 3PT Jump Shot (14 PTS) (Irving 2 AST)
",1
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,01:12,00:50,Off FT Make,4,0,0,0,1,0,0,0,0,2,https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/602/ec3dc392-6736-9f09-d1f7-f37d8baa0fde_960x540.mp4; ,MISS Smith 25' 3PT Jump Shot; Magic Rebound,"MISS Smith 25' 3PT Jump Shot
Magic Rebound
",2
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,01:43,01:21,Off FT Make,5,1,1,0,0,0,0,0,0,1,https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/589/b037356d-aba4-2512-fbf1-3b2667db0bbe_960x540.mp4,James 4' Jump Shot (23 PTS),"James 4' Jump Shot (23 PTS)
",1
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,02:17,01:54,Off Timeout,6,1,1,0,0,0,0,1,0,5,; https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/579/134cccf7-9c5f-4fbb-1551-786287590002_960x540.mp4; ; ; https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/583/48260c82-a170-8190-61f8-b78fc8d38e7e_960x540.mp4,Fournier P.FOUL (P4.T3) (D.Crawford); James 4' Turnaround Jump Shot (21 PTS); Fournier S.FOUL (P5.T4) (B.Forte); MISS James Free Throw 1 of 1; Ibaka REBOUND (Off:2 Def:4),"Fournier P.FOUL (P4.T3) (D.Crawford)
James 4' Turnaround Jump Shot (21 PTS)
Fournier S.FOUL (P5.T4) (B.Forte)
MISS James Free Throw 1 of 1
Ibaka REBOUND (Off:2 Def:4)
",5
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,03:11,02:46,Off Arc 3 Make,3,0,0,1,1,0,0,0,0,1,https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/570/4a7d31bd-eb73-3799-61cb-ce5962ca6c56_960x540.mp4,Smith 25' 3PT Jump Shot (11 PTS) (Irving 1 AST),"Smith 25' 3PT Jump Shot (11 PTS) (Irving 1 AST)
",1
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,03:59,03:31,Off Long Mid-Range Make,3,0,0,1,1,0,0,0,0,1,https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/568/c84e8fc2-38f6-ccea-487e-b1588f386ba5_960x540.mp4,Smith  3PT Jump Shot (8 PTS) (James 9 AST),"Smith  3PT Jump Shot (8 PTS) (James 9 AST)
",1
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,04:21,04:05,Off Arc 3 Miss,5,0,0,0,1,0,0,0,0,3,; https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/564/24855744-c7eb-1948-d616-e3c9d7880598_960x540.mp4; https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/565/d4c5e358-551e-5064-dde0-a2971b92b548_960x540.mp4,Payton P.FOUL (P2.T2) (D.Crawford); MISS Irving 28' 3PT Jump Shot; Ibaka REBOUND (Off:2 Def:3),"Payton P.FOUL (P2.T2) (D.Crawford)
MISS Irving 28' 3PT Jump Shot
Ibaka REBOUND (Off:2 Def:3)
",3
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,05:04,04:42,Off FT Make,5,0,1,0,0,0,0,0,0,2,https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/557/dea1152a-1bec-d4d0-2a57-c38a92a1d988_960x540.mp4; https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/558/f84c4386-ceae-782f-40c5-d303b4acfc0a_960x540.mp4,MISS Dunleavy 7' Driving Bank Shot; Green REBOUND (Off:1 Def:9),"MISS Dunleavy 7' Driving Bank Shot
Green REBOUND (Off:1 Def:9)
",2
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,05:40,05:25,Off Steal,6,1,2,0,0,1,0,0,0,3,https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/537/ad074776-e740-9c78-36d6-8b4a5e878b2c_960x540.mp4; https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/538/f867790c-92ed-68a8-733c-bbf3c23ba28e_960x540.mp4; https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/539/a6214065-ad7b-562c-907f-e8afe6a9125a_960x540.mp4,MISS James 6' Driving Floating Jump Shot: Green BLOCK (1 BLK); James REBOUND (Off:1 Def:4); James  Driving Layup (19 PTS),"MISS James 6' Driving Floating Jump Shot: Green BLOCK (1 BLK)
James REBOUND (Off:1 Def:4)
James  Driving Layup (19 PTS)
",3
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,06:02,05:44,Off At Rim Make,6,0,0,0,1,0,0,0,0,2,https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/534/5a6f37d6-c2d5-2cde-ccea-1498a4ffa86c_960x540.mp4; https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/535/d5a98d1e-f1a3-5f24-7a72-ed97a4e0a430_960x540.mp4,MISS Smith 26' 3PT Jump Shot; Green REBOUND (Off:1 Def:8),"MISS Smith 26' 3PT Jump Shot
Green REBOUND (Off:1 Def:8)
",2
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,06:28,06:17,Off At Rim Make,8,0,0,0,1,0,0,0,0,2,https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/531/92f4d03a-02e6-90fe-2ab7-0cd2fa0513c0_960x540.mp4; https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/532/6cd5f456-f941-c709-9285-8d0bcd4f6e4f_960x540.mp4,MISS Love 25' 3PT Jump Shot; Payton REBOUND (Off:0 Def:4),"MISS Love 25' 3PT Jump Shot
Payton REBOUND (Off:0 Def:4)
",2
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,06:56,06:45,Off FT Miss,10,0,0,0,0,0,1,0,0,1,https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/525/77bdb090-ada8-054a-acb3-bbb05129b830_960x540.mp4,Love Lost Ball Turnover (P4.T9): Augustin STEAL (1 STL),"Love Lost Ball Turnover (P4.T9): Augustin STEAL (1 STL)
",1
CLE,2016-17,True,0021600029,2016-10-29,ORL,4,07:17,07:04,Off FT Make,10,0,0,0,1,0,0,0,0,2,https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/516/9de05d4a-a910-9058-1ade-8aa038d71997_960x540.mp4; https://videos.nba.com/nba/pbp/media/2016/10/29/0021600029/517/3a49f2e1-2af6-1228-f3c5-e2dabab24e16_960x540.mp4,MISS Love  3PT Jump Shot; Green REBOUND (Off:1 Def:7),"MISS Love  3PT Jump Shot
Green REBOUND (Off:1 Def:7)
",2
